ptp4l[25226.604]: selected /dev/ptp0 as PTP clock
ptp4l[25226.608]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.612]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.614]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.616]: timeguard: registered, proxy_id=0x6027c231067d9997

ptp4l[25226.617]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[25233.208]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[25233.986]: selected local clock 000000.fffe.049f06 as best master
ptp4l[25233.988]: TEE: InvokeCommand returned 0x0

ptp4l[25233.989]: TEE: InvokeCommand returned 0x0

ptp4l[25233.990]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[25237.050]: selected best master clock 641c10.fffe.f12579
ptp4l[25237.051]: TEE: InvokeCommand returned 0x0

ptp4l[25237.053]: TEE: InvokeCommand returned 0x0

ptp4l[25237.054]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[25237.055]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[25442.521]: master offset   -7466469 s2 freq -10684423 path delay  -1184325
ptp4l[25443.511]: master offset    9669852 s2 freq +4211958 path delay  -2836718
ptp4l[25444.523]: master offset    5063269 s2 freq +2506330 path delay  -2836718
ptp4l[25445.520]: master offset  -36235308 s2 freq -32767999 path delay  -2836718
ptp4l[25446.488]: master offset  -23650454 s2 freq -24688412 path delay  -4011518
ptp4l[25447.489]: master offset  -16438995 s2 freq -24572089 path delay  -4011518
ptp4l[25448.498]: master offset   10233147 s2 freq -2831646 path delay  -3798585
ptp4l[25449.524]: master offset   12495191 s2 freq +2500342 path delay  -3798585
ptp4l[25450.537]: master offset    9508438 s2 freq +3262147 path delay  -3798585
ptp4l[25451.536]: master offset    5820052 s2 freq +2426292 path delay  -3798585
ptp4l[25452.531]: master offset    2997737 s2 freq +1349993 path delay  -3798585
ptp4l[25453.524]: master offset   -4395238 s2 freq -5143661 path delay  -3588389
ptp4l[25454.516]: master offset   -1633315 s2 freq -3700310 path delay  -1578309
ptp4l[25455.515]: master offset  -14156932 s2 freq -16713921 path delay  -1655194
ptp4l[25456.510]: master offset    3255497 s2 freq -3548572 path delay  -1655194
ptp4l[25457.519]: master offset    5776483 s2 freq  -50937 path delay  -1050714
ptp4l[25458.528]: master offset   10729877 s2 freq +6635402 path delay   -770950
ptp4l[25459.535]: master offset    3234967 s2 freq +2359455 path delay   -770950
ptp4l[25460.531]: master offset    -115973 s2 freq  -20995 path delay   -199948
ptp4l[25461.524]: master offset   -9405338 s2 freq -9345152 path delay    129409
ptp4l[25462.517]: master offset    -199770 s2 freq -2961185 path delay    129409
ptp4l[25463.516]: master offset    3287768 s2 freq +466422 path delay     84046
ptp4l[25464.526]: master offset  -17022504 s2 freq -18857520 path delay     84046
ptp4l[25465.513]: master offset   -6271755 s2 freq -13213522 path delay     84046
ptp4l[25466.516]: master offset    7136252 s2 freq -1687041 path delay     84046
ptp4l[25467.528]: master offset   -7279868 s2 freq -13962286 path delay     84046
ptp4l[25468.526]: master offset    7846959 s2 freq -1019419 path delay     84046
ptp4l[25469.538]: master offset   13874030 s2 freq +7361740 path delay   -519005
ptp4l[25470.543]: master offset    5735939 s2 freq +3385858 path delay   -519005
ptp4l[25471.535]: master offset    1797025 s2 freq +1167725 path delay   -519005
ptp4l[25472.523]: master offset     247948 s2 freq +157756 path delay   -519005
ptp4l[25473.524]: master offset     307232 s2 freq +291424 path delay   -222216
ptp4l[25474.523]: master offset    -391113 s2 freq -314751 path delay   -222216
ptp4l[25475.523]: master offset    -583796 s2 freq -624768 path delay   -223632
ptp4l[25476.524]: master offset    -614300 s2 freq -830411 path delay     29714
ptp4l[25477.523]: master offset    -296055 s2 freq -696456 path delay     29714
ptp4l[25478.527]: master offset      75496 s2 freq -413721 path delay     29714
ptp4l[25479.527]: master offset  -13385299 s2 freq -13851868 path delay     29714
ptp4l[25480.517]: master offset      -9501 s2 freq -4491659 path delay     29714
ptp4l[25481.516]: master offset  -41142553 s2 freq -32767999 path delay     35020
ptp4l[25482.495]: master offset    -165663 s2 freq -4650672 path delay     20458
ptp4l[25483.512]: master offset    5209903 s2 freq +675196 path delay     20458
ptp4l[25484.532]: master offset    4156156 s2 freq +1184419 path delay     20458
ptp4l[25485.532]: master offset  -37174766 s2 freq -32767999 path delay     32152
ptp4l[25486.505]: master offset    3763265 s2 freq +2038375 path delay     32152
ptp4l[25487.519]: master offset    1400902 s2 freq +804992 path delay     63702
ptp4l[25488.532]: master offset     134380 s2 freq  -41260 path delay    126591
ptp4l[25489.538]: master offset    8209986 s2 freq +8074660 path delay    126591
ptp4l[25490.541]: master offset  -18043597 s2 freq -15715927 path delay    126591
ptp4l[25491.518]: master offset  -30601119 s2 freq -32767999 path delay    126591
ptp4l[25492.502]: master offset   10493327 s2 freq +7407918 path delay    126591
ptp4l[25493.523]: master offset   12433588 s2 freq +12496177 path delay    201649
ptp4l[25494.540]: master offset    -353523 s2 freq +3439143 path delay    201649
ptp4l[25495.533]: master offset   -8318714 s2 freq -4632105 path delay    591957
ptp4l[25496.525]: master offset   -3846620 s2 freq -2655626 path delay    591957
ptp4l[25497.524]: master offset  -14749381 s2 freq -14712373 path delay    184194
ptp4l[25498.512]: master offset   -4133450 s2 freq -8521256 path delay    126591
ptp4l[25499.521]: master offset    4120096 s2 freq -1507745 path delay    126591
ptp4l[25500.532]: master offset   -5212785 s2 freq -9604597 path delay   -268206
ptp4l[25501.528]: master offset    3493879 s2 freq -2461769 path delay   -268206
ptp4l[25502.532]: master offset   -7315654 s2 freq -12223138 path delay   -268206
ptp4l[25503.526]: master offset    9510215 s2 freq +2408035 path delay   -268206
ptp4l[25504.536]: master offset   -8025971 s2 freq -12275087 path delay   -268206
ptp4l[25505.527]: master offset    3488613 s2 freq -3168294 path delay   -268206
ptp4l[25506.531]: master offset    6457061 s2 freq +846738 path delay   -451424
ptp4l[25507.535]: master offset    5061748 s2 freq +1388543 path delay   -451424
ptp4l[25508.536]: master offset    3127664 s2 freq +972984 path delay   -268206
ptp4l[25509.530]: master offset    1402818 s2 freq +186437 path delay   -268206
ptp4l[25510.532]: master offset  -14037487 s2 freq -14833023 path delay    -58457
ptp4l[25511.519]: master offset  -24686745 s2 freq -29693527 path delay   -167871
ptp4l[25512.508]: master offset    6068169 s2 freq -6344636 path delay   -241675
ptp4l[25513.526]: master offset   19460519 s2 freq +8868164 path delay   -738817
ptp4l[25514.548]: master offset   10202740 s2 freq +5448541 path delay   -738817
ptp4l[25515.548]: master offset    -822863 s2 freq -2516240 path delay   -181190
ptp4l[25516.537]: master offset    1507924 s2 freq -432312 path delay   -378111
ptp4l[25517.532]: master offset    1049057 s2 freq -438802 path delay   -106099
ptp4l[25518.531]: master offset   -1267785 s2 freq -2440926 path delay   -106099
ptp4l[25519.529]: master offset     331312 s2 freq -1222165 path delay   -106099
ptp4l[25520.530]: master offset    1158677 s2 freq -295406 path delay   -107343
ptp4l[25521.531]: master offset     831611 s2 freq -274869 path delay   -107343
ptp4l[25522.533]: master offset     729786 s2 freq -127211 path delay   -107343
ptp4l[25523.532]: master offset  -20006347 s2 freq -20644408 path delay     17550
ptp4l[25524.514]: master offset     305633 s2 freq -6334332 path delay     17550
ptp4l[25525.526]: master offset    3830934 s2 freq -2717341 path delay     17550
ptp4l[25526.536]: master offset    6129609 s2 freq +730614 path delay     17550
ptp4l[25527.541]: master offset    1533565 s2 freq -2026547 path delay     17550
ptp4l[25528.540]: master offset    3171007 s2 freq  +70964 path delay     17550
ptp4l[25529.542]: master offset   11046609 s2 freq +8897868 path delay     17550
ptp4l[25530.546]: master offset   -5315626 s2 freq -4150384 path delay     31579
ptp4l[25531.533]: master offset   -2058723 s2 freq -2488169 path delay     31579
ptp4l[25532.528]: master offset  -10290831 s2 freq -11337894 path delay   -348299
ptp4l[25533.523]: master offset   10127685 s2 freq +5993373 path delay   -348299
ptp4l[25534.535]: master offset    3530059 s2 freq +2434052 path delay   -348299
ptp4l[25535.538]: master offset  -18372469 s2 freq -18409458 path delay   -162366
ptp4l[25536.522]: master offset    1919789 s2 freq -3628941 path delay   -162366
ptp4l[25537.529]: master offset    5006008 s2 freq  +33215 path delay   -162366
ptp4l[25538.540]: master offset    4254954 s2 freq +783963 path delay    168120
ptp4l[25539.544]: master offset   11433829 s2 freq +9239325 path delay    168120
ptp4l[25540.551]: master offset    1349531 s2 freq +2585175 path delay    431795
ptp4l[25541.541]: master offset  -12797539 s2 freq -11157035 path delay    431795
ptp4l[25542.526]: master offset  -10093279 s2 freq -12292037 path delay   -551733
