ptp4l[555597.481]: selected /dev/ptp0 as PTP clock
ptp4l[555597.487]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.490]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.493]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.537]: timeguard: registered, proxy_id=0x8a8f24203eb0dd10

ptp4l[555597.539]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[555604.581]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[555604.786]: selected local clock 000000.fffe.049f06 as best master
ptp4l[555604.788]: TEE: InvokeCommand returned 0x0

ptp4l[555604.790]: TEE: InvokeCommand returned 0x0

ptp4l[555604.791]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[555608.595]: selected best master clock 641c10.fffe.f12579
ptp4l[555608.597]: TEE: InvokeCommand returned 0x0

ptp4l[555608.598]: TEE: InvokeCommand returned 0x0

ptp4l[555608.599]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[555608.601]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[555739.601]: master offset    -191066 s2 freq +1702973 path delay    220543
ptp4l[555740.606]: master offset    2766406 s2 freq +4603125 path delay   -534487
ptp4l[555741.606]: master offset   -2262479 s2 freq +404162 path delay    -70644
ptp4l[555742.602]: master offset    -781957 s2 freq +1205940 path delay    -70644
ptp4l[555743.598]: master offset    2882517 s2 freq +4635827 path delay   -654922
ptp4l[555744.605]: master offset   -1995005 s2 freq +623060 path delay   -654922
ptp4l[555745.602]: master offset    1458604 s2 freq +3478168 path delay   -759711
ptp4l[555746.604]: master offset   -2173183 s2 freq +283962 path delay   -759711
ptp4l[555747.602]: master offset    2494483 s2 freq +4299673 path delay   -821202
ptp4l[555748.605]: master offset   -2007619 s2 freq +545916 path delay   -821202
ptp4l[555749.603]: master offset   -2665268 s2 freq -714019 path delay   -821202
ptp4l[555750.601]: master offset    4681886 s2 freq +5833555 path delay   -821202
ptp4l[555751.607]: master offset   -4054853 s2 freq -1498618 path delay   -821202
ptp4l[555752.605]: master offset   -2685349 s2 freq -1345570 path delay   -821202
ptp4l[555753.602]: master offset    4791612 s2 freq +5325786 path delay   -821202
ptp4l[555754.608]: master offset    2321363 s2 freq +4293021 path delay   -355806
ptp4l[555755.608]: master offset   -6226263 s2 freq -3558196 path delay    110176
ptp4l[555756.601]: master offset   -2795630 s2 freq -1995442 path delay    110176
ptp4l[555757.602]: master offset    1151242 s2 freq +1112741 path delay    110176
ptp4l[555758.602]: master offset    6840311 s2 freq +7147182 path delay   -158473
ptp4l[555759.609]: master offset    -573047 s2 freq +1785918 path delay   -158473
ptp4l[555760.607]: master offset    1851570 s2 freq +4038621 path delay   -417386
ptp4l[555761.610]: master offset   -4919076 s2 freq -2176554 path delay   -146016
ptp4l[555762.602]: master offset   -6969163 s2 freq -5702364 path delay   -146016
ptp4l[555763.598]: master offset     872631 s2 freq  +48681 path delay   -146016
ptp4l[555764.605]: master offset    3163830 s2 freq +2601669 path delay   -183456
ptp4l[555765.607]: master offset     498213 s2 freq +885201 path delay   -183456
ptp4l[555766.611]: master offset    3755929 s2 freq +4292381 path delay   -417386
ptp4l[555767.611]: master offset     362526 s2 freq +2025757 path delay   -417386
ptp4l[555768.609]: master offset    1969141 s2 freq +3741130 path delay   -306595
ptp4l[555769.609]: master offset   -2108659 s2 freq +254072 path delay    -85122
ptp4l[555770.608]: master offset    -471096 s2 freq +1259037 path delay    -85122
ptp4l[555771.609]: master offset    2044794 s2 freq +3633598 path delay    -85122
ptp4l[555772.611]: master offset    2461232 s2 freq +4663475 path delay     85938
ptp4l[555773.611]: master offset     376616 s2 freq +3317228 path delay     85938
ptp4l[555774.609]: master offset   -3094493 s2 freq  -40896 path delay     85938
ptp4l[555775.606]: master offset    -989308 s2 freq +1135941 path delay    -85122
ptp4l[555776.606]: master offset    1802087 s2 freq +3630544 path delay    -85122
ptp4l[555777.607]: master offset      14868 s2 freq +2383951 path delay    -37201
ptp4l[555778.609]: master offset   -2480291 s2 freq -106748 path delay    -37201
ptp4l[555779.607]: master offset    -474007 s2 freq +1155449 path delay    -37201
ptp4l[555780.608]: master offset     296734 s2 freq +1783988 path delay    -37201
ptp4l[555781.609]: master offset    3157592 s2 freq +4733866 path delay   -660067
ptp4l[555782.612]: master offset   -1709343 s2 freq +814209 path delay   -660067
ptp4l[555783.608]: master offset    1474569 s2 freq +3485318 path delay   -774368
ptp4l[555784.610]: master offset     -58966 s2 freq +2394153 path delay   -452933
ptp4l[555785.609]: master offset    -572554 s2 freq +1862876 path delay   -452933
ptp4l[555786.609]: master offset   -2524082 s2 freq -260419 path delay   -452933
ptp4l[555787.608]: master offset    3277718 s2 freq +4784157 path delay   -774368
ptp4l[555788.614]: master offset   -1935851 s2 freq +553903 path delay   -405860
ptp4l[555789.608]: master offset   -2728742 s2 freq -819743 path delay     10458
ptp4l[555790.607]: master offset    1059688 s2 freq +2150064 path delay   -255306
ptp4l[555791.604]: master offset    2910266 s2 freq +4318549 path delay   -255306
ptp4l[555792.613]: master offset    4563233 s2 freq +6844596 path delay   -670697
ptp4l[555793.616]: master offset    1555903 s2 freq +5206235 path delay   -670697
ptp4l[555794.614]: master offset   -2335475 s2 freq +1781628 path delay    -82828
ptp4l[555795.609]: master offset   -6216233 s2 freq -2799772 path delay    286190
ptp4l[555796.604]: master offset      47812 s2 freq +1599403 path delay    286190
ptp4l[555797.609]: master offset     231912 s2 freq +1797847 path delay    478648
ptp4l[555798.612]: master offset   -1659716 s2 freq  -24208 path delay    478648
ptp4l[555799.611]: master offset     268853 s2 freq +1406446 path delay    478648
ptp4l[555800.615]: master offset    1540389 s2 freq +2758638 path delay     20425
ptp4l[555801.616]: master offset    2734245 s2 freq +4414611 path delay    109418
ptp4l[555802.616]: master offset   -1795938 s2 freq +704701 path delay    109418
ptp4l[555803.612]: master offset    2283818 s2 freq +4245676 path delay   -787633
ptp4l[555804.613]: master offset   -2080464 s2 freq +566539 path delay   -787633
ptp4l[555805.612]: master offset    1672209 s2 freq +3695073 path delay   -876603
ptp4l[555806.612]: master offset    -302720 s2 freq +2221807 path delay   -739101
ptp4l[555807.612]: master offset   -1069391 s2 freq +1364320 path delay   -442971
ptp4l[555808.611]: master offset   -2531644 s2 freq -418750 path delay   -442971
ptp4l[555809.610]: master offset    4516345 s2 freq +5869745 path delay   -739101
ptp4l[555810.618]: master offset    6044258 s2 freq +8752562 path delay   -357032
ptp4l[555811.620]: master offset     941276 s2 freq +5462857 path delay    284233
ptp4l[555812.619]: master offset   -3235208 s2 freq +1568756 path delay    673157
ptp4l[555813.612]: master offset   -5497840 s2 freq -1664438 path delay    673157
ptp4l[555814.608]: master offset      61876 s2 freq +2245926 path delay    673157
ptp4l[555815.613]: master offset   -2262651 s2 freq  -60038 path delay    673157
ptp4l[555816.613]: master offset    4467179 s2 freq +5990996 path delay    494691
ptp4l[555817.614]: master offset   -1814781 s2 freq +1049190 path delay    494691
ptp4l[555818.616]: master offset    -166511 s2 freq +2153026 path delay   -300885
ptp4l[555819.614]: master offset    -262263 s2 freq +2007320 path delay   -296641
ptp4l[555820.614]: master offset    2055851 s2 freq +4246755 path delay   -498956
ptp4l[555821.616]: master offset   -2318886 s2 freq +488774 path delay   -498956
ptp4l[555822.613]: master offset    1828905 s2 freq +3940899 path delay   -787958
ptp4l[555823.615]: master offset   -2257106 s2 freq +403559 path delay   -787958
ptp4l[555824.613]: master offset    1321032 s2 freq +3304566 path delay   -878840
ptp4l[555825.615]: master offset    2365122 s2 freq +4744965 path delay   -829580
ptp4l[555826.615]: master offset   -2555524 s2 freq +533856 path delay   -787958
ptp4l[555827.613]: master offset   -1204145 s2 freq +1118578 path delay   -787958
ptp4l[555828.614]: master offset    4303278 s2 freq +6264757 path delay   -762049
ptp4l[555829.619]: master offset    -850257 s2 freq +2402206 path delay   -227498
ptp4l[555830.617]: master offset   -1932577 s2 freq +1064808 path delay    337206
ptp4l[555831.615]: master offset   -1095930 s2 freq +1321682 path delay    340415
ptp4l[555832.616]: master offset   -2349290 s2 freq -260457 path delay    184406
ptp4l[555833.614]: master offset    3354949 s2 freq +4738995 path delay   -295259
ptp4l[555834.621]: master offset   -2626026 s2 freq -235495 path delay    184406
ptp4l[555835.616]: master offset   -4664006 s2 freq -3061283 path delay    184406
ptp4l[555836.614]: master offset   -1332680 s2 freq -1129159 path delay   -125114
ptp4l[555837.615]: master offset    7295326 s2 freq +7099043 path delay   -477160
ptp4l[555838.623]: master offset     -76005 s2 freq +1916310 path delay   -477160
ptp4l[555839.622]: master offset    1682704 s2 freq +3652218 path delay   -308020
ptp4l[555840.619]: master offset   -2241581 s2 freq +232744 path delay   -125114
ptp4l[555841.616]: master offset    4549911 s2 freq +6351762 path delay   -308020
ptp4l[555842.614]: master offset    1407209 s2 freq +4574033 path delay    100431
ptp4l[555843.615]: master offset   -1311273 s2 freq +2277714 path delay    100431
ptp4l[555844.617]: master offset   -3714519 s2 freq -518914 path delay    100431
ptp4l[555845.615]: master offset    2262657 s2 freq +4343906 path delay   -607740
