ptp4l[550478.577]: selected /dev/ptp0 as PTP clock
ptp4l[550478.582]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.585]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.587]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.630]: timeguard: registered, proxy_id=0xc120b44ebd8891ce

ptp4l[550478.631]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[550485.346]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[550485.636]: selected local clock 000000.fffe.049f06 as best master
ptp4l[550485.638]: TEE: InvokeCommand returned 0x0

ptp4l[550485.639]: TEE: InvokeCommand returned 0x0

ptp4l[550485.640]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[550489.365]: selected best master clock 641c10.fffe.f12579
ptp4l[550489.366]: TEE: InvokeCommand returned 0x0

ptp4l[550489.367]: TEE: InvokeCommand returned 0x0

ptp4l[550489.367]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[550489.368]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[550735.403]: master offset    4031617 s2 freq +8264384 path delay    -63946
ptp4l[550736.390]: master offset  -10438352 s2 freq -4996100 path delay    -63946
ptp4l[550737.376]: master offset   -7045139 s2 freq -4734393 path delay    -63946
ptp4l[550738.379]: master offset    3911904 s2 freq +4109109 path delay  -1037860
ptp4l[550739.387]: master offset    2066375 s2 freq +3437151 path delay   -270965
ptp4l[550740.392]: master offset    1926680 s2 freq +3917368 path delay   -270965
ptp4l[550741.391]: master offset   -1856965 s2 freq +711727 path delay    145998
ptp4l[550742.383]: master offset   -7846225 s2 freq -5834622 path delay    896028
ptp4l[550743.377]: master offset   -1979167 s2 freq -2321432 path delay    145998
ptp4l[550744.387]: master offset   11618867 s2 freq +10682852 path delay   -641471
ptp4l[550745.402]: master offset   10280343 s2 freq +12829988 path delay   -641471
ptp4l[550746.398]: master offset   -8633658 s2 freq -2999910 path delay   -641471
ptp4l[550747.378]: master offset  -13833559 s2 freq -10789908 path delay   -641471
ptp4l[550748.369]: master offset   -4970158 s2 freq -6076575 path delay   -471113
ptp4l[550749.384]: master offset   15425581 s2 freq +12828117 path delay   -647059
ptp4l[550750.401]: master offset    3576837 s2 freq +5607047 path delay   -647059
ptp4l[550751.393]: master offset   -7850070 s2 freq -4746809 path delay    341174
ptp4l[550752.383]: master offset   -4675577 s2 freq -3927337 path delay    591858
ptp4l[550753.385]: master offset    4987985 s2 freq +4333552 path delay    591858
ptp4l[550754.398]: master offset    9977904 s2 freq +10819866 path delay    591858
ptp4l[550755.404]: master offset    2422876 s2 freq +6258210 path delay    444358
ptp4l[550756.397]: master offset   -3485178 s2 freq +1077018 path delay    444358
ptp4l[550757.388]: master offset   -1895338 s2 freq +1621305 path delay    479175
ptp4l[550758.385]: master offset   -3350828 s2 freq -402786 path delay    235219
ptp4l[550759.384]: master offset    2685657 s2 freq +4628450 path delay     59484
ptp4l[550760.393]: master offset    3741592 s2 freq +6490082 path delay     59484
ptp4l[550761.396]: master offset    1721569 s2 freq +5592537 path delay    -81505
ptp4l[550762.389]: master offset   -8507220 s2 freq -4119781 path delay    -81505
ptp4l[550763.378]: master offset   -7999832 s2 freq -6164559 path delay    -46688
ptp4l[550764.379]: master offset    2284558 s2 freq +1719881 path delay    -46688
ptp4l[550765.392]: master offset    3672708 s2 freq +3793398 path delay    -46688
ptp4l[550766.398]: master offset    7014066 s2 freq +8236569 path delay    -46688
ptp4l[550767.399]: master offset    -998336 s2 freq +2328387 path delay    -46688
ptp4l[550768.387]: master offset  -12321974 s2 freq -9294752 path delay    235219
ptp4l[550769.379]: master offset   -1161271 s2 freq -1830641 path delay   -282280
ptp4l[550770.392]: master offset   12122860 s2 freq +11105108 path delay   -282280
ptp4l[550771.403]: master offset    4771496 s2 freq +7390602 path delay    823074
ptp4l[550772.396]: master offset   -9298808 s2 freq -5248253 path delay   2056058
ptp4l[550773.385]: master offset   -5255049 s2 freq -3994136 path delay   2056058
ptp4l[550774.388]: master offset    3650677 s2 freq +3335075 path delay   1544132
ptp4l[550775.402]: master offset   12782501 s2 freq +13562102 path delay   1544132
ptp4l[550776.410]: master offset    3739544 s2 freq +8353895 path delay   1544132
ptp4l[550777.397]: master offset  -15272095 s2 freq -9535880 path delay   3494466
ptp4l[550778.383]: master offset   -3645042 s2 freq -2490456 path delay   1544132
ptp4l[550779.391]: master offset    7747676 s2 freq +7808750 path delay   1544132
ptp4l[550780.401]: master offset    5839367 s2 freq +8224743 path delay    835895
ptp4l[550781.400]: master offset   -2786788 s2 freq +1350398 path delay    835895
ptp4l[550782.393]: master offset   -4295961 s2 freq -994811 path delay    835895
ptp4l[550783.387]: master offset   -5448241 s2 freq -3435879 path delay    835895
ptp4l[550784.389]: master offset    1071660 s2 freq +1449549 path delay    835895
ptp4l[550785.399]: master offset    8630384 s2 freq +9329771 path delay    740921
ptp4l[550786.407]: master offset    6894777 s2 freq +10183280 path delay    737012
ptp4l[550787.398]: master offset   -7981839 s2 freq -2624903 path delay    789606
ptp4l[550788.387]: master offset   -6874835 s2 freq -3912451 path delay    789606
ptp4l[550789.386]: master offset    1062691 s2 freq +1962625 path delay    789606
ptp4l[550790.398]: master offset   10380517 s2 freq +11599258 path delay  -1069089
ptp4l[550791.408]: master offset    6982960 s2 freq +11315856 path delay  -2681073
