ptp4l[15032.692]: selected /dev/ptp0 as PTP clock
ptp4l[15032.696]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.699]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.702]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.704]: timeguard: registered, proxy_id=0xeba4f6a02162d091

ptp4l[15032.705]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[15039.827]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[15040.421]: selected local clock 000000.fffe.049f06 as best master
ptp4l[15040.422]: TEE: InvokeCommand returned 0x0

ptp4l[15040.424]: TEE: InvokeCommand returned 0x0

ptp4l[15040.425]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[15043.842]: selected best master clock 641c10.fffe.f12579
ptp4l[15043.843]: TEE: InvokeCommand returned 0x0

ptp4l[15043.845]: TEE: InvokeCommand returned 0x0

ptp4l[15043.845]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[15043.847]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[15250.858]: master offset    9643416 s2 freq +11393493 path delay    182678
ptp4l[15251.871]: master offset   -1115508 s2 freq +3527594 path delay    463007
ptp4l[15252.865]: master offset   -2853387 s2 freq +1455063 path delay    463007
ptp4l[15253.862]: master offset   -4421604 s2 freq -969171 path delay    463007
ptp4l[15254.858]: master offset    1018331 s2 freq +3144283 path delay   -103314
ptp4l[15255.865]: master offset    8332021 s2 freq +10763473 path delay   -103314
ptp4l[15256.871]: master offset   -1033745 s2 freq +3897313 path delay   -103314
ptp4l[15257.865]: master offset   -3446664 s2 freq +1174270 path delay    263355
ptp4l[15258.860]: master offset   -2765609 s2 freq +821326 path delay    295653
ptp4l[15259.861]: master offset   -1588929 s2 freq +1168323 path delay    212741
ptp4l[15260.862]: master offset    7639971 s2 freq +9920545 path delay    295653
ptp4l[15261.872]: master offset    -785567 s2 freq +3786998 path delay    295653
ptp4l[15262.866]: master offset   -2841979 s2 freq +1494916 path delay    420701
ptp4l[15263.863]: master offset   -4446788 s2 freq -962487 path delay    420701
ptp4l[15264.856]: master offset     418509 s2 freq +2568774 path delay    420701
ptp4l[15265.864]: master offset     531055 s2 freq +2806873 path delay    494959
ptp4l[15266.865]: master offset    -264392 s2 freq +2170742 path delay    369911
ptp4l[15267.867]: master offset   -2543474 s2 freq -187658 path delay    369911
ptp4l[15268.863]: master offset    1564468 s2 freq +3157242 path delay    345425
ptp4l[15269.866]: master offset      48882 s2 freq +2110997 path delay    600224
ptp4l[15270.868]: master offset   -2160299 s2 freq  -83520 path delay    600224
ptp4l[15271.865]: master offset    2155087 s2 freq +3583777 path delay    352025
ptp4l[15272.867]: master offset     429979 s2 freq +2505195 path delay    352025
ptp4l[15273.868]: master offset     -21508 s2 freq +2182701 path delay    163074
ptp4l[15274.866]: master offset   -2299404 s2 freq -101647 path delay    163074
ptp4l[15275.865]: master offset   10527410 s2 freq +12035346 path delay    -92473
ptp4l[15276.874]: master offset   -1950854 s2 freq +2715305 path delay    -92473
ptp4l[15277.868]: master offset    -820989 s2 freq +3259914 path delay    -92473
ptp4l[15278.865]: master offset   -4187610 s2 freq -353004 path delay    -92473
ptp4l[15279.862]: master offset     189608 s2 freq +2767931 path delay   -226395
ptp4l[15280.859]: master offset     214237 s2 freq +2849442 path delay   -226395
ptp4l[15281.864]: master offset    -907401 s2 freq +1792075 path delay    -92473
ptp4l[15282.865]: master offset    -809540 s2 freq +1617716 path delay    -92473
ptp4l[15283.865]: master offset    -515474 s2 freq +1668920 path delay    -92473
ptp4l[15284.866]: master offset   -2285617 s2 freq -255865 path delay    -92473
ptp4l[15285.861]: master offset   10969099 s2 freq +12313166 path delay   -618248
ptp4l[15286.877]: master offset    -151708 s2 freq +4483088 path delay    -35691
ptp4l[15287.871]: master offset   -4930274 s2 freq -340990 path delay    -35691
ptp4l[15288.864]: master offset   -2337192 s2 freq +773010 path delay   -409337
ptp4l[15289.862]: master offset     689686 s2 freq +3098730 path delay   -284506
ptp4l[15290.862]: master offset   -2483061 s2 freq +132889 path delay   -301852
ptp4l[15291.865]: master offset     708556 s2 freq +2579588 path delay   -861884
ptp4l[15292.867]: master offset    2042170 s2 freq +4125769 path delay   -861884
ptp4l[15293.870]: master offset    -584641 s2 freq +2111609 path delay   -470355
ptp4l[15294.868]: master offset   -1238413 s2 freq +1282444 path delay    -35153
ptp4l[15295.868]: master offset   -2614553 s2 freq -465220 path delay    -35153
ptp4l[15296.866]: master offset   10323577 s2 freq +11688544 path delay    -35153
ptp4l[15297.877]: master offset    -155882 s2 freq +4306159 path delay    -35153
ptp4l[15298.872]: master offset   -4608996 s2 freq -193720 path delay    -35153
ptp4l[15299.865]: master offset    -532342 s2 freq +2500235 path delay    -35153
ptp4l[15300.866]: master offset    -658062 s2 freq +2214813 path delay    335462
ptp4l[15301.867]: master offset   -2973626 s2 freq -298170 path delay    335462
ptp4l[15302.867]: master offset    1392918 s2 freq +3176286 path delay    166959
ptp4l[15303.869]: master offset     -22803 s2 freq +2178441 path delay    323991
ptp4l[15304.870]: master offset   -2303923 s2 freq -109520 path delay    323991
ptp4l[15305.869]: master offset   11113170 s2 freq +12616396 path delay   -513821
ptp4l[15306.879]: master offset   -1303547 s2 freq +3533630 path delay     37863
ptp4l[15307.870]: master offset   -5033080 s2 freq -586967 path delay     37863
ptp4l[15308.865]: master offset    -548756 s2 freq +2387433 path delay     37863
ptp4l[15309.867]: master offset   -1009914 s2 freq +1761648 path delay     37863
ptp4l[15310.867]: master offset    7613806 s2 freq +10082394 path delay    111123
ptp4l[15311.877]: master offset   -2123843 s2 freq +2628886 path delay   1417782
ptp4l[15312.873]: master offset   -4926712 s2 freq -811135 path delay   1417782
ptp4l[15313.867]: master offset    1634052 s2 freq +4271615 path delay   -439876
ptp4l[15314.871]: master offset   -2719966 s2 freq +407813 path delay   -439876
ptp4l[15315.868]: master offset    9819452 s2 freq +12131241 path delay   -932033
ptp4l[15316.874]: master offset    -671052 s2 freq +4586572 path delay   -932033
ptp4l[15317.872]: master offset   -3406700 s2 freq +1649609 path delay   -932033
ptp4l[15318.865]: master offset   -3176745 s2 freq +857554 path delay   -932033
ptp4l[15319.865]: master offset   -2126424 s2 freq +954851 path delay   -932033
ptp4l[15320.866]: master offset    7400381 s2 freq +9843729 path delay   -932033
ptp4l[15321.876]: master offset   -1440551 s2 freq +3222911 path delay   -512310
ptp4l[15322.873]: master offset   -4867895 s2 freq -636598 path delay   -512310
ptp4l[15323.867]: master offset    -343895 s2 freq +2427034 path delay   -512310
ptp4l[15324.870]: master offset   -1362725 s2 freq +1305035 path delay     -2354
ptp4l[15325.871]: master offset    7673766 s2 freq +9932709 path delay    123946
ptp4l[15326.879]: master offset    -989175 s2 freq +3571897 path delay    359061
ptp4l[15327.874]: master offset   -2796891 s2 freq +1467429 path delay    359061
ptp4l[15328.869]: master offset   -2303667 s2 freq +1121586 path delay    297482
ptp4l[15329.869]: master offset   -1513511 s2 freq +1220641 path delay    297482
ptp4l[15330.869]: master offset    7681840 s2 freq +9961939 path delay    364982
ptp4l[15331.879]: master offset    -743216 s2 freq +3841435 path delay    364982
ptp4l[15332.874]: master offset   -2914970 s2 freq +1446716 path delay    498323
ptp4l[15333.877]: master offset   -2631681 s2 freq +855514 path delay    661324
ptp4l[15334.868]: master offset   -1577626 s2 freq +1120065 path delay    661324
ptp4l[15335.870]: master offset    7952552 s2 freq +10176955 path delay    494865
ptp4l[15336.882]: master offset    -489238 s2 freq +4120931 path delay    494865
ptp4l[15337.877]: master offset   -2787302 s2 freq +1676095 path delay    494865
ptp4l[15338.871]: master offset   -4577088 s2 freq -949881 path delay    494865
ptp4l[15339.867]: master offset     509213 s2 freq +2763293 path delay    260297
ptp4l[15340.873]: master offset     531155 s2 freq +2937999 path delay    260297
ptp4l[15341.875]: master offset    -524440 s2 freq +2041751 path delay    260297
ptp4l[15342.870]: master offset   -2662441 s2 freq -253582 path delay    260297
ptp4l[15343.873]: master offset    1696999 s2 freq +3307126 path delay     66546
ptp4l[15344.876]: master offset    -185371 s2 freq +1933855 path delay    517178
ptp4l[15345.876]: master offset     736123 s2 freq +2799738 path delay    407133
ptp4l[15346.876]: master offset   -2178890 s2 freq +105562 path delay    407133
ptp4l[15347.873]: master offset    1613100 s2 freq +3243885 path delay    407133
ptp4l[15348.876]: master offset     155362 s2 freq +2270077 path delay    517178
ptp4l[15349.876]: master offset    -206259 s2 freq +1955064 path delay    517178
ptp4l[15350.875]: master offset     712382 s2 freq +2811828 path delay    387745
ptp4l[15351.876]: master offset    -202622 s2 freq +2110538 path delay    387745
ptp4l[15352.874]: master offset    -442023 s2 freq +1810351 path delay    421490
ptp4l[15353.875]: master offset    -263089 s2 freq +1856678 path delay    347620
ptp4l[15354.876]: master offset   -2209910 s2 freq -169070 path delay    347620
ptp4l[15355.875]: master offset   10993853 s2 freq +12371720 path delay   -215294
ptp4l[15356.886]: master offset     321796 s2 freq +4997819 path delay    -35397
ptp4l[15362.041]: port 1 (eth0): SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES
ptp4l[15362.041]: selected local clock 000000.fffe.049f06 as best master
ptp4l[15362.043]: TEE: InvokeCommand returned 0x0

ptp4l[15362.045]: TEE: InvokeCommand returned 0x0

ptp4l[15362.045]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[15368.053]: TEE: InvokeCommand returned 0x0

ptp4l[15368.055]: TEE: InvokeCommand returned 0x0

ptp4l[15368.055]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

