ptp4l[16222.120]: selected /dev/ptp0 as PTP clock
ptp4l[16222.127]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.131]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.133]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.135]: timeguard: registered, proxy_id=0xa78d389efd35320f

ptp4l[16222.136]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[16228.402]: selected local clock 000000.fffe.049f06 as best master
ptp4l[16228.403]: TEE: InvokeCommand returned 0x0

ptp4l[16228.405]: TEE: InvokeCommand returned 0x0

ptp4l[16228.406]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[16229.432]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[16233.447]: selected best master clock 641c10.fffe.f12579
ptp4l[16233.449]: TEE: InvokeCommand returned 0x0

ptp4l[16233.451]: TEE: InvokeCommand returned 0x0

ptp4l[16233.452]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[16233.454]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[16409.457]: master offset   -1041091 s2 freq +815560 path delay    268989
ptp4l[16410.459]: master offset     773220 s2 freq +2317544 path delay   -432345
ptp4l[16411.460]: master offset    2683906 s2 freq +4460196 path delay   -893694
ptp4l[16412.461]: master offset    2154057 s2 freq +4735519 path delay   -893694
ptp4l[16413.460]: master offset   -2733199 s2 freq +494480 path delay   -893694
ptp4l[16414.458]: master offset     604419 s2 freq +3012138 path delay   -840873
ptp4l[16415.460]: master offset   -2941182 s2 freq -352137 path delay   -406101
ptp4l[16416.457]: master offset    1061272 s2 freq +2767962 path delay   -406101
ptp4l[16417.459]: master offset   -1774829 s2 freq +250243 path delay   -406101
ptp4l[16418.459]: master offset     306175 s2 freq +1798798 path delay   -840873
ptp4l[16419.460]: master offset    2476728 s2 freq +4061203 path delay   -892107
ptp4l[16420.461]: master offset   -3050948 s2 freq -723454 path delay   -588366
ptp4l[16421.459]: master offset   -2441158 s2 freq -1028949 path delay   -588366
ptp4l[16422.458]: master offset    2785802 s2 freq +3465664 path delay   -865863
ptp4l[16423.460]: master offset    -733656 s2 freq +781947 path delay   -865863
ptp4l[16424.456]: master offset     450063 s2 freq +1745569 path delay   -938021
