ptp4l[456325.825]: selected /dev/ptp0 as PTP clock
ptp4l[456325.828]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456325.828]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456325.829]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456332.858]: selected local clock 000000.fffe.049f06 as best master
ptp4l[456333.529]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[456337.529]: selected best master clock 641c10.fffe.f12579
ptp4l[456337.529]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[456639.562]: master offset         33 s2 freq  -80581 path delay       933
ptp4l[456640.563]: master offset        -11 s2 freq  -80615 path delay       933
ptp4l[456641.563]: master offset          0 s2 freq  -80608 path delay       933
ptp4l[456642.563]: master offset          5 s2 freq  -80603 path delay       933
ptp4l[456643.563]: master offset         17 s2 freq  -80589 path delay       933
ptp4l[456644.563]: master offset        -25 s2 freq  -80626 path delay       933
ptp4l[456645.563]: master offset        -25 s2 freq  -80633 path delay       933
ptp4l[456646.563]: master offset        -25 s2 freq  -80641 path delay       933
ptp4l[456647.564]: master offset        -17 s2 freq  -80640 path delay       933
ptp4l[456648.563]: master offset        -15 s2 freq  -80644 path delay       933
ptp4l[456649.564]: master offset         -9 s2 freq  -80642 path delay       933
ptp4l[456650.564]: master offset        -12 s2 freq  -80648 path delay       933
ptp4l[456655.989]: port 1 (eth0): SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES
ptp4l[456655.989]: selected local clock 000000.fffe.049f06 as best master
