ptp4l[617609.972]: selected /dev/ptp0 as PTP clock
ptp4l[617609.984]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.987]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.991]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617610.036]: timeguard: registered, proxy_id=0xb7773cd9fca89d04

ptp4l[617610.038]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[617616.677]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[617616.741]: selected local clock 000000.fffe.049f06 as best master
ptp4l[617616.742]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[617620.519]: selected best master clock 641c10.fffe.f12579
ptp4l[617620.519]: TEE: InvokeCommand returned 0x0

ptp4l[617620.520]: TEE: InvokeCommand returned 0x0

ptp4l[617620.521]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[617620.521]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[617796.963]: master offset    8428687 s2 freq -496203 path delay  -1030116
ptp4l[617797.990]: master offset   -9653347 s2 freq -16049631 path delay  -1030116
ptp4l[617798.986]: master offset  -37618502 s2 freq -32767999 path delay  -1030116
ptp4l[617799.960]: master offset    3312043 s2 freq -5980245 path delay  -1030116
ptp4l[617800.994]: master offset    9093713 s2 freq +795038 path delay  -1743750
ptp4l[617802.001]: master offset  -39629802 s2 freq -32767999 path delay  -1659554
ptp4l[617802.960]: master offset  -95268539 s2 freq -32767999 path delay   2370641
ptp4l[617803.900]: master offset  -47136415 s2 freq -32767999 path delay  -1157626
ptp4l[617804.920]: master offset    -606602 s2 freq -6177164 path delay  -1157626
ptp4l[617805.981]: master offset    5203667 s2 freq -548875 path delay  -1157626
ptp4l[617807.010]: master offset  -30047522 s2 freq -32767999 path delay   2507198
ptp4l[617807.987]: master offset   10896028 s2 freq +6704586 path delay   2507198
ptp4l[617809.021]: master offset      51174 s2 freq -871460 path delay   2507198
ptp4l[617810.014]: master offset     507029 s2 freq -400252 path delay   2507198
ptp4l[617811.005]: master offset    2870212 s2 freq +2115039 path delay    195063
ptp4l[617812.001]: master offset   -6178226 s2 freq -6072335 path delay    195063
ptp4l[617812.984]: master offset  -51476149 s2 freq -32767999 path delay    195063
ptp4l[617813.947]: master offset  -10178886 s2 freq -11926463 path delay    195063
