ptp4l[620027.093]: selected /dev/ptp0 as PTP clock
ptp4l[620027.100]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.103]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.107]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.153]: timeguard: registered, proxy_id=0xb602f62673d68916

ptp4l[620027.155]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[620034.109]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[620034.212]: selected local clock 000000.fffe.049f06 as best master
ptp4l[620034.213]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[620037.954]: selected best master clock 641c10.fffe.f12579
ptp4l[620037.954]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[620037.956]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[620230.434]: master offset    6964249 s2 freq +420910 path delay   -656478
ptp4l[620231.445]: master offset    8175450 s2 freq +3721385 path delay   -924437
ptp4l[620232.451]: master offset    4217987 s2 freq +2216557 path delay   -924437
ptp4l[620233.448]: master offset    1775010 s2 freq +1038976 path delay   -924437
ptp4l[620234.445]: master offset   -4596636 s2 freq -4800167 path delay   -924437
ptp4l[620235.435]: master offset   -7424129 s2 freq -9006650 path delay   -924437
ptp4l[620236.421]: master offset  -50765961 s2 freq -32767999 path delay   -350339
ptp4l[620237.399]: master offset   -9863227 s2 freq -13672987 path delay   -350339
ptp4l[620238.416]: master offset    3919398 s2 freq -2849330 path delay   -350339
ptp4l[620239.440]: master offset    6673531 s2 freq +1080622 path delay   -350339
ptp4l[620240.453]: master offset  -12817779 s2 freq -16408628 path delay    195965
ptp4l[620241.442]: master offset    2221405 s2 freq -5214778 path delay    195965
ptp4l[620242.448]: master offset    7693186 s2 freq +923424 path delay    195965
ptp4l[620243.452]: master offset   11410375 s2 freq +6948569 path delay     17136
ptp4l[620244.455]: master offset   -3395099 s2 freq -4433792 path delay    309153
ptp4l[620245.449]: master offset  -12601128 s2 freq -14658351 path delay    -90148
ptp4l[620246.436]: master offset  -27562804 s2 freq -32767999 path delay    -90148
ptp4l[620247.427]: master offset   14040709 s2 freq +8203148 path delay   -735793
ptp4l[620248.444]: master offset   18961265 s2 freq +17335916 path delay   -445444
ptp4l[620249.457]: master offset    -253915 s2 freq +3809116 path delay   -445444
ptp4l[620250.453]: master offset   -4523918 s2 freq -537062 path delay   -445444
ptp4l[620251.440]: master offset   -4341667 s2 freq -1711986 path delay   -445444
ptp4l[620252.438]: master offset  -15253609 s2 freq -13926428 path delay   -404939
ptp4l[620253.433]: master offset  -11978578 s2 freq -15227480 path delay   -726850
ptp4l[620254.432]: master offset    3117476 s2 freq -3724999 path delay   -726850
ptp4l[620255.443]: master offset   16961168 s2 freq +11053935 path delay   -896104
ptp4l[620256.458]: master offset    5501984 s2 freq +4683102 path delay   -896104
ptp4l[620257.455]: master offset   -6672596 s2 freq -5840883 path delay     83640
ptp4l[620258.449]: master offset   -1167112 s2 freq -2337178 path delay     83640
ptp4l[620259.441]: master offset  -21401454 s2 freq -22921653 path delay     83640
ptp4l[620260.434]: master offset    1228150 s2 freq -6712486 path delay     83640
ptp4l[620261.441]: master offset   18344936 s2 freq +10772745 path delay   -185152
ptp4l[620262.460]: master offset    6544964 s2 freq +4476254 path delay    166626
ptp4l[620263.455]: master offset  -16845090 s2 freq -16950311 path delay    687966
ptp4l[620264.446]: master offset     475131 s2 freq -4683617 path delay    687966
ptp4l[620265.442]: master offset    6260578 s2 freq +1244370 path delay    687966
ptp4l[620266.453]: master offset    4619025 s2 freq +1480990 path delay    687966
ptp4l[620267.447]: master offset    3437564 s2 freq +1685237 path delay    687966
ptp4l[620268.450]: master offset  -10357395 s2 freq -11078453 path delay    661554
ptp4l[620269.444]: master offset   -5404816 s2 freq -9233093 path delay    132180
ptp4l[620270.441]: master offset    3996143 s2 freq -1453578 path delay    132180
ptp4l[620271.445]: master offset    6209343 s2 freq +1958464 path delay   -454736
ptp4l[620272.446]: master offset  -11755843 s2 freq -14143919 path delay    132180
ptp4l[620273.447]: master offset    3598777 s2 freq -2316052 path delay    132180
ptp4l[620274.448]: master offset   10574956 s2 freq +5739761 path delay   -134676
ptp4l[620275.455]: master offset   -1178203 s2 freq -2840912 path delay    212205
ptp4l[620276.454]: master offset    1303953 s2 freq -712217 path delay    212205
ptp4l[620277.448]: master offset   -7689233 s2 freq -9314217 path delay    369485
ptp4l[620278.445]: master offset    1350118 s2 freq -2581636 path delay    463467
ptp4l[620279.446]: master offset    3787321 s2 freq +260603 path delay    463467
ptp4l[620280.450]: master offset   -6522948 s2 freq -8913470 path delay    140490
ptp4l[620281.453]: master offset    1963435 s2 freq -2383971 path delay     93389
ptp4l[620282.448]: master offset   -1096361 s2 freq -4854737 path delay      -592
